	model	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../cosc426/Dione-Midterm-Replication-/XLM_fon	0.38659324656412125	0.38659324656412125	0.38659324656412125	0.2352860220891867	0.21552297945801135	0.20180535557414708	0.38659324656412125
