	model	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	/home/ahatfield/midtermreplication/afrolm_kin_model	0.9502617801047121	0.9502617801047121	0.9502617801047121	0.6957032121779049	0.6580077953248002	0.6671934453971016	0.9502617801047121
