	model	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
0	../cosc426/Dione-Midterm-Replication-/XLM_all	0.8437379079066168	0.8437379079066168	0.8437379079066168	0.6633109069026036	0.6240601328605134	0.6300275785740336	0.8437379079066168
